State,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
"(0, 0)",-75377.35047180859,-74875.07370284613,-74013.139358362,-72798.91793563306,-71374.21128791948,-70931.4449915708,-72903.12353229523,-74363.83328749418,-75563.42883984359,-75931.03729070733,-76016.55725299763,-76019.74659442969,-76017.10906700624,-76001.30523966954,-75933.63268018374,-75985.11340848342,-75827.48881774713,-75787.86234742562,-75613.2463130639,-75381.48872571153,-73887.15158820506,-64027.34949671668,-50681.27928500001
"(0, 4)",-67919.72631634453,-68054.54638999508,-68175.01243628403,-68434.88601785056,-68740.19220951031,-69824.60839129864,-71929.84767119883,-73794.09236861605,-75335.95296674884,-75829.79102232317,-75981.47058901736,-75995.66222701698,-76001.30523966953,-75347.18278155473,-75368.2156705292,-75497.45279555192,-75523.83230395954,-64399.65060501017,-64338.31876543898,-63808.50268538534,-61856.016413656085,-51848.208140516654,-34551.864438000004
"(0, 8)",-67333.04299254896,-67511.62234579021,-64452.7780399591,-64457.15389039097,-64989.76228198758,-67060.84410770827,-70568.34630755997,-72889.95801094364,-74675.12644525107,-75112.3623930335,-75319.62577809299,-75344.92290509582,-75347.18278155474,-64774.82232652746,-64487.04097957468,-64584.37532782041,-64198.018645255564,-63614.37843311121,-63631.769820537804,-61532.29890806496,-56906.48372089917,-45086.252795295826,-19435.423746375003
"(0, 12)",-64662.97340791379,-64275.86223729813,-62512.32678689359,-61241.872960793575,-56570.77756566516,-55753.91922921675,-60725.476975238555,-62422.09957561434,-63132.67338678702,-64255.93416036698,-64688.395601105396,-64752.33823315771,-64761.02680283427,-64698.50772931312,-64220.069743556756,-64205.17850388943,-63245.17634876918,-62240.575397736065,-61129.19230915663,-55997.15294149538,-44881.08226647599,-29016.22667959168,0.0
"(0, 16)",-63841.87199654495,-62840.592776401914,-60685.72571966414,-56227.515252352925,-52128.863170551405,-52556.308844231564,-55581.04231681252,-59021.449280914334,-62468.893407398675,-63926.957695290366,-64593.84122824961,-64692.99056370816,-64686.568933651964,-64331.21046391022,-63641.03601925177,-63492.22791930543,-61707.26689833516,-60353.37935605124,-56751.93862182392,-48764.11181850466,-35331.41393574886,-14396.610182500008,0.0
"(0, 20)",-62473.453352261575,-61605.96675558304,-58083.39350830442,-49157.14940737336,-43450.23886870297,-43724.8200694481,-51057.27857840376,-56854.073528675224,-61720.13920408711,-63466.3339309552,-64390.89969554191,-64569.25950711321,-64487.512276659574,-63931.90118823165,-62725.139926838216,-62072.735403498315,-59337.57379592372,-55933.54813395757,-50380.406362707945,-35516.20866912447,-20684.259108088343,0.0,0.0
"(9, 0)",-74668.56666775892,-73561.39396499863,-71792.63243957666,-69358.70861511213,-68211.95675885845,-68645.06563432906,-70591.98351567735,-72453.96175920861,-74582.8788212856,-75436.15187732129,-75963.44641423147,-75993.42573448094,-75975.98837736486,-75874.72092814618,-75491.79453990204,-75536.97396255977,-74732.44705172995,-73807.63702142985,-72919.74284082012,-68244.75190693529,-56959.95254439576,-34547.738712608356,0.0
"(9, 4)",-67856.39144411492,-67848.75420945846,-67792.03784707724,-67609.7725891276,-67271.32075106914,-67971.27135192062,-69805.5604128703,-71919.90058927683,-74265.93836396464,-75222.9457318075,-75856.82275638758,-75915.00268078536,-75857.33172239816,-75292.32086636235,-74737.22900129382,-74831.28233520703,-72532.69451488285,-61505.73284975877,-59169.56491580571,-53344.420418649555,-41144.437041548736,-19723.35595002501,0.0
"(9, 8)",-67124.08119598428,-65528.434216942485,-63329.91910136891,-62827.59338224876,-62785.89213333069,-63855.75667347005,-67395.44952320887,-70302.66607681882,-73428.10965043181,-74488.56907259887,-75193.60628622724,-75282.08344948538,-75279.38648778676,-64108.336291159874,-63241.25530125407,-62689.14989694162,-60451.22723729945,-58236.324379790065,-53231.88933405575,-42680.776705392425,-25948.770605706508,-3887.084749275001,0.0
"(9, 12)",-63784.494760475114,-63446.98002962491,-57107.647797833815,-50112.32098324787,-48440.65000895198,-49182.84779300924,-52570.225372872694,-56988.85689990862,-60419.59694203078,-63023.23507395388,-64177.12408583034,-64435.947402148406,-64266.4803423148,-63592.871941366764,-62142.97112197717,-61065.61739380784,-57534.22332545636,-52945.14572402285,-45634.7727063221,-31336.935110974682,-13667.181933253341,0.0,0.0
"(9, 16)",-61006.9880712997,-58231.022277290154,-52614.57240357928,-47484.85447847801,-45384.605960927045,-46704.82198340962,-50422.201950529896,-54102.95790346395,-59521.867618678865,-62011.75428947226,-63767.640723946286,-64029.98327484358,-63667.83493253424,-62691.17558392614,-60368.524065330574,-58572.27708516056,-52804.1570511085,-45852.188648991294,-33598.79866792231,-18292.55083628296,-1425.2644080675004,0.0,0.0
